Date,Close,Volume,10k Earnings Sentiment,Comp 1,Comp 2,S&P Price Change,Interest rate change
11/24/2014,28.969999,1177500,0.148,0.00539,0.01322,0.00482,
11/25/2014,28.66,5938500,0.148,-0.0041,0.00276,0.00483,
11/26/2014,28.799999,1327400,0.148,0.00742,-0.0057,0.00482,
11/28/2014,29.01,425200,0.148,0.00368,0.00893,0.00483,
12/1/2014,28.879999,1020800,0.148,-0.0121,-0.0046,0.00486,
12/2/2014,29.049999,1091100,0.148,0.00743,0.00245,0.00483,
12/3/2014,29,730200,0.148,0.00314,-0.0035,0.00481,
12/4/2014,29.15,829000,0.148,0.00202,-0.0034,0.00482,
12/5/2014,29.25,818700,0.148,0.00972,-0.0017,0.00481,
12/8/2014,29.51,1644100,0.148,-0.0047,0.00139,0.00484,
12/9/2014,29.52,1085700,0.148,0.0011,-0.0043,0.00484,
12/10/2014,29.65,760000,0.148,-0.0104,-0.0235,0.00492,
12/11/2014,29.52,1057900,0.148,0.00313,0.00127,0.0049,
12/12/2014,29,1632500,0.148,-0.0134,-0.0223,0.00498,
12/15/2014,28.629999,1310500,0.148,-0.0095,-0.0094,0.00501,
12/16/2014,28.440001,2238500,0.148,-0.0079,-0.0132,0.00505,
12/17/2014,28.9,1311900,0.148,0.01933,0.0331,0.00496,
12/18/2014,29.75,1015700,0.148,0.0264,0.04149,0.00484,
12/19/2014,30,1337500,0.148,-0.0138,0.00123,0.00484,
12/22/2014,29.85,770300,0.148,0.00955,0.00876,0.00482,
12/23/2014,30,504100,0.148,0.0091,0.00777,0.00481,
12/24/2014,30.110001,78600,0.148,-0.0023,-0.0033,0.00481,
12/26/2014,30.5,426500,0.148,-0.0011,0.00485,0.0048,
12/29/2014,30.459999,296100,0.148,0.00778,-0.0012,0.00479,
12/30/2014,30,517800,0.148,-0.0052,0.00196,0.00482,
12/31/2014,29.75,430000,0.148,-0.0108,-0.0125,0.00487,
1/2/2015,29.48,580000,0.128,-0.0022,-0.002,0.00487,
1/5/2015,29.25,1593900,0.128,-0.0274,-0.0223,0.00496,
1/6/2015,28.85,2198300,0.128,-0.0209,-0.0235,0.005,
1/7/2015,29.200001,1365100,0.128,0.00595,0.0149,0.00494,
1/8/2015,29.98,835000,0.128,0.02214,0.01611,0.00486,
1/9/2015,29.700001,477600,0.128,-0.0164,-0.016,0.0049,
1/12/2015,29.530001,754700,0.128,-0.012,-0.0047,0.00493,
1/13/2015,29.709999,629700,0.128,-0.0038,-0.0092,0.00495,
1/14/2015,29.15,866800,0.128,-0.0116,-0.0211,0.00498,
1/15/2015,28.52,1093700,0.128,-0.0103,-0.0167,0.00502,
1/16/2015,28.99,425200,0.128,0.01814,0.00116,0.00496,
1/20/2015,29.1,958200,0.128,0.00697,0.01163,0.00495,
1/21/2015,29.18,863700,0.128,0.00192,-0.0005,0.00492,
1/22/2015,29.049999,2514800,0.128,0.03205,-0.0579,0.00485,
1/23/2015,30.969999,3170800,0.128,-0.0095,-0.0129,0.00488,
1/26/2015,31.33,3123200,0.128,0.00601,0.00212,0.00487,
1/27/2015,31.32,1401800,0.128,-0.0114,-0.0169,0.00493,
1/28/2015,31.25,1038100,0.128,-0.0153,-0.0126,0.005,
1/29/2015,31.23,1383400,0.128,0.0115,-0.0036,0.00495,
1/30/2015,30.860001,1255100,0.128,-0.0159,-0.0084,0.00501,
2/2/2015,31.16,758800,0.128,0.01714,0.0171,0.00495,
2/3/2015,31.129999,919900,0.128,0.01212,0.01916,0.00488,
2/4/2015,31.25,1276200,0.128,-0.0079,0.00692,0.0049,
2/5/2015,32,1114100,0.128,0.01207,0.01304,0.00485,
2/6/2015,32.139999,1115900,0.128,0.01453,0.01826,0.00486,
2/9/2015,32.400002,1118100,0.128,-0.0044,0.00256,0.00489,
2/10/2015,33.110001,2354000,0.128,0.00664,0.00102,0.00484,
2/11/2015,33.549999,2110800,0.128,-0.0123,-0.0044,0.00483,
2/12/2015,33.610001,2334600,0.128,0.01781,0.0159,0.00479,
2/13/2015,32.799999,1234700,0.128,0.00857,0.00774,0.00477,
2/17/2015,31.92,1728000,0.128,0.00072,-0.0164,0.00476,
2/18/2015,31.91,1054500,0.128,-0.0154,0.00594,0.00476,
2/19/2015,31.879999,556200,0.128,0.00073,0.00658,0.00476,
2/20/2015,32.59,2082300,0.128,0.00495,0.01492,0.00473,
2/23/2015,32.619999,868700,0.128,0.00492,0.00149,0.00473,
2/24/2015,32.360001,1028800,0.128,0.0049,0.00214,0.00472,
2/25/2015,32.290001,672500,0.128,-0.0007,0.00609,0.00473,
2/26/2015,32.450001,356800,0.128,-0.0033,0.00213,0.00473,
2/27/2015,31.950001,553100,0.128,-0.0065,-0.0046,0.00475,
3/2/2015,31.959999,785700,0.128,0.01387,-0.0118,0.00472,
3/3/2015,32.139999,484600,0.128,-0.0018,-0.0051,0.00474,
3/4/2015,31.889999,437100,0.128,-0.0114,-0.0107,0.00476,
3/5/2015,31.959999,486000,0.128,0.00036,-0.0035,0.00475,
3/6/2015,31.200001,694100,0.128,-0.0046,-0.0034,0.00482,
3/9/2015,31.98,776300,0.128,0.00147,0.0017,0.0048,
3/10/2015,31.1,912300,0.128,-0.0252,-0.021,0.00488,
3/11/2015,31.549999,588900,0.128,0.00769,0.00156,0.00489,
3/12/2015,31.889999,503200,0.128,0.0352,0.03509,0.00483,
3/13/2015,31.82,889900,0.128,-0.0045,-0.009,0.00486,
3/16/2015,31.950001,628200,0.128,0.00705,0.0027,0.00479,
3/17/2015,32.23,818500,0.128,0.00323,-0.0099,0.00481,
3/18/2015,31.92,630600,0.128,0.00465,0.00068,0.00475,
3/19/2015,32.369999,657000,0.128,-0.0118,-0.0061,0.00477,
3/20/2015,32.25,1497200,0.128,0.00901,0.014,0.00475,
3/23/2015,31.780001,653900,0.128,-0.0041,-0.0088,0.00476,
3/24/2015,31.65,723600,0.128,-0.0077,-0.019,0.00479,
3/25/2015,30.92,1175400,0.128,-0.0146,-0.0109,0.00486,
3/26/2015,30.610001,887900,0.128,-0.0007,-0.006,0.00487,
3/27/2015,30.059999,960600,0.128,-0.007,-0.004,0.00486,
3/30/2015,30.290001,577200,0.128,0.01201,0.00389,0.0048,
3/31/2015,30.35,1384200,0.128,-0.0068,-0.0077,0.00484,
4/1/2015,30.41,1138700,0.128,-0.0085,0.02272,0.00486,
4/2/2015,30.610001,841400,0.128,0.00797,0.00989,0.00484,
4/6/2015,29.84,1070800,0.128,-0.0053,-0.0069,0.00481,
4/7/2015,29.76,1467400,0.128,-0.0011,-0.0107,0.00482,
4/8/2015,29.969999,734300,0.128,-0.0004,0.00525,0.00481,
4/9/2015,30.139999,839500,0.128,0.00352,-0.0007,0.00479,
4/10/2015,30.59,1287800,0.128,0.0024,0.00905,0.00476,
4/13/2015,30.639999,1199500,0.128,0.00497,-0.0014,0.00478,
4/14/2015,30.52,806500,0.128,-0.0073,0.0095,0.00477,
4/15/2015,30.68,389900,0.128,0.01144,0.0089,0.00475,
4/16/2015,30.77,1208000,0.128,0,0.00797,0.00475,
4/17/2015,30.52,1361200,0.128,-0.0139,-0.0057,0.00481,
4/20/2015,30.9,2179500,0.128,0.00574,0.00694,0.00477,
4/21/2015,31.200001,1879800,0.128,-0.0015,-0.0039,0.00477,
4/22/2015,31.040001,2040200,0.128,0.00718,-0.0231,0.00475,
4/23/2015,30.959999,1391300,0.128,0.00348,0.01347,0.00474,
4/24/2015,30.82,661700,0.128,-0.0029,-0.0048,0.00472,
4/27/2015,30.620001,625500,0.128,0.00494,0.00445,0.00474,
4/28/2015,30.66,567400,0.128,0.008,0.0046,0.00473,
4/29/2015,30.74,1600200,0.128,0.0009,-0.0104,0.00475,
4/30/2015,31.15,1228600,0.128,-0.0065,-0.0058,0.0048,
5/1/2015,31.52,594800,0.128,0.00163,0.02312,0.00475,
5/4/2015,31.709999,610000,0.128,0.00978,0.00017,0.00473,
5/5/2015,31.940001,1271600,0.128,-0.0002,-0.012,0.00479,
5/6/2015,32.09,943300,0.128,-0.0144,-0.0044,0.00481,
5/7/2015,32.650002,1095500,0.128,-0.002,-0.0075,0.00479,
5/8/2015,33.200001,935900,0.128,0.02262,0.01899,0.00473,
5/11/2015,32.889999,549200,0.128,-0.0096,0.00695,0.00475,
5/12/2015,33.119999,2022500,0.128,-0.0007,-0.0089,0.00476,
5/13/2015,32.900002,1075800,0.128,0.00234,0.01409,0.00476,
5/14/2015,32.77,1449000,0.128,0.00791,0.01038,0.00471,
5/15/2015,31.809999,1300100,0.128,-0.0093,-0.0139,0.00471,
5/18/2015,31.84,796500,0.128,0.00414,0.00504,0.00469,
5/19/2015,32.060001,743100,0.128,0.01166,0.00535,0.00469,
5/20/2015,32.650002,634500,0.128,-0.0057,-0.0025,0.0047,
5/21/2015,32.470001,430400,0.128,-0.0012,-0.0062,0.00468,
5/22/2015,32.5,360600,0.128,-0.0002,-0.001,0.0047,
5/26/2015,32.119999,565500,0.128,-0.0061,-0.0141,0.00475,
5/27/2015,32.459999,346100,0.128,0.00737,0.01158,0.0047,
5/28/2015,32.529999,355800,0.128,0.0025,-0.0057,0.00471,
5/29/2015,32.290001,821900,0.128,-0.0044,-0.013,0.00474,
6/1/2015,32.41,483000,0.128,0.00143,0.00086,0.00473,
6/2/2015,32.650002,466700,0.128,0.0025,0.0012,0.00473,
6/3/2015,33.18,1834900,0.128,0.01299,0.00651,0.00472,
6/4/2015,32.75,793000,0.128,-0.0135,-0.0104,0.00476,
6/5/2015,32.799999,319000,0.128,0.00837,0.00241,0.00477,
6/8/2015,32.650002,482200,0.128,-0.0087,-0.0111,0.0048,
6/9/2015,32.860001,699900,0.128,0.01034,0.00035,0.0048,
6/10/2015,33.299999,731200,0.128,0.00899,0.01855,0.00474,
6/11/2015,33.220001,1152200,0.128,0.00087,0.008,0.00472,
6/12/2015,33.119999,489000,0.128,-0.003,0.0022,0.00476,
6/15/2015,32.970001,1670500,0.128,-0.0019,-0.0189,0.00478,
6/16/2015,32.5,632000,0.128,0.00421,-0.0027,0.00476,
6/17/2015,32.75,497600,0.128,-0.0009,0.00138,0.00475,
6/18/2015,32.82,590500,0.128,0.00927,0.01066,0.0047,
6/19/2015,32.919998,492100,0.128,-0.0113,-0.0002,0.00474,
6/22/2015,32.91,459000,0.128,0.01507,0.00647,0.00472,
6/23/2015,32.990002,664600,0.128,-0.0003,0.00626,0.00472,
6/24/2015,32.759998,521700,0.128,-0.006,-0.003,0.00475,
6/25/2015,32.810001,705700,0.128,-0.0064,-0.0047,0.00477,
6/26/2015,32.700001,2129400,0.128,0.00472,0.00135,0.00476,
6/29/2015,32.23,738700,0.128,-0.024,-0.0303,0.00487,
6/30/2015,32.93,911600,0.128,0.00321,0.00506,0.00486,
7/1/2015,33.32,570100,0.128,0.01191,0.01388,0.00482,
7/2/2015,33.139999,490000,0.128,-0.003,0.00051,0.00482,
7/6/2015,32.5,1133400,0.128,-0.0053,-0.0067,0.00484,
7/7/2015,32.5,1575200,0.128,-0.0034,0.00482,0.00481,
7/8/2015,32.009998,621500,0.128,-0.0178,-0.03,0.00489,
7/9/2015,32.599998,811700,0.128,0.00452,0.00283,0.00488,
7/10/2015,33.07,727200,0.128,0.01045,0.0111,0.00482,
7/13/2015,33.349998,1054600,0.128,0.01177,0.01865,0.00477,
7/14/2015,33.77,999800,0.128,0.00899,0.00547,0.00475,
7/15/2015,34.139999,831000,0.128,0.00926,0.00051,0.00475,
7/16/2015,34.130001,636200,0.128,0.00675,0.00867,0.00471,
7/17/2015,35.080002,1234000,0.128,-0.004,-0.0027,0.00471,
7/20/2015,35.990002,1192800,0.128,0.0019,0.00862,0.0047,
7/21/2015,35.610001,822100,0.128,-0.0017,-0.0039,0.00472,
7/22/2015,35.68,784600,0.128,0.00984,0.00118,0.00473,
7/23/2015,35.630001,507300,0.128,-0.0053,-0.038,0.00476,
7/24/2015,34.68,831300,0.128,-0.0074,-0.025,0.00481,
7/27/2015,34.619999,487500,0.128,-0.0033,-0.0102,0.00484,
7/28/2015,34.23,1762100,0.128,-0.0033,-0.0024,0.00478,
7/29/2015,34.48,1141700,0.128,0.00976,0.00526,0.00474,
7/30/2015,34.599998,989100,0.128,0.00328,0.01588,0.00474,
7/31/2015,34.360001,941800,0.128,-0.0048,-0.0084,0.00475,
8/3/2015,34.360001,569100,0.128,0.00069,-0.0118,0.00477,
8/4/2015,34.41,1227500,0.128,-0.0016,-0.0054,0.00478,
8/5/2015,34.560001,919700,0.128,-0.0029,-0.0069,0.00476,
8/6/2015,34.130001,631600,0.128,-0.0021,-0.0162,0.0048,
8/7/2015,33.98,646500,0.128,-0.001,0.02202,0.00481,
8/10/2015,34.619999,504500,0.128,0.00818,0.02027,0.00475,
8/11/2015,34.669998,942900,0.128,-0.0126,-0.0064,0.00479,
8/12/2015,34.959999,1265500,0.128,-0.0086,-0.0004,0.00479,
8/13/2015,35.16,796800,0.128,0.003,-0.0074,0.00479,
8/14/2015,35.139999,529500,0.128,0.00773,0.01597,0.00478,
8/17/2015,35.32,505700,0.128,0.00035,-0.0077,0.00475,
8/18/2015,35.139999,567200,0.128,0.00331,0.00144,0.00476,
8/19/2015,34.959999,669100,0.128,-0.0083,0.00467,0.0048,
8/20/2015,34.360001,1342300,0.128,-0.0165,-0.007,0.0049,
8/21/2015,33.720001,2185400,0.128,-0.0383,-0.0225,0.00506,
8/24/2015,33.150002,3017000,0.128,-0.0504,-0.0348,0.00528,
8/25/2015,32.990002,2338100,0.128,-0.024,-0.0208,0.00534,
8/26/2015,32.669998,2290500,0.128,0.04558,0.03355,0.00514,
8/27/2015,32.330002,2728200,0.128,0.03308,0.02756,0.00502,
8/28/2015,32.650002,1804000,0.128,-0.0091,-0.009,0.00502,
8/31/2015,32.950001,1534700,0.128,-0.0039,-0.0041,0.00506,
9/1/2015,31.709999,2032900,0.128,-0.0439,-0.0443,0.00521,
9/2/2015,31.790001,1138200,0.128,0.01961,0.00818,0.00512,
9/3/2015,32.189999,920300,0.128,0.00846,0.00831,0.00511,
9/4/2015,31.6,1590400,0.128,-0.0217,-0.0153,0.00519,
9/8/2015,32.279999,1969600,0.128,0.03198,0.02802,0.00506,
9/9/2015,32.130001,3837200,0.128,-0.014,-0.0074,0.00513,
9/10/2015,32.09,2324200,0.128,0.00709,0.00095,0.00511,
9/11/2015,31.33,2728300,0.128,0.00114,0.0021,0.00508,
9/14/2015,31.17,3086700,0.128,0.00285,-0.0042,0.0051,
9/15/2015,31.120001,2336400,0.128,0.01327,0.00973,0.00504,
9/16/2015,30.879999,2265400,0.128,0.00468,0.00926,0.005,
9/17/2015,30.77,1058900,0.128,-0.0281,-0.0037,0.00501,
9/18/2015,30.559999,2032200,0.128,-0.0224,-0.0175,0.00512,
9/21/2015,30.870001,1573300,0.128,0.00999,0.01282,0.00509,
9/22/2015,30.58,1376900,0.128,-0.0167,-0.0185,0.00516,
9/23/2015,31.059999,996300,0.128,0.00178,-0.0021,0.00517,
9/24/2015,30.83,1002700,0.128,-0.0045,-0.0075,0.00518,
9/25/2015,31.030001,552800,0.128,0.0184,0.01263,0.00518,
9/28/2015,31.16,1128800,0.128,-0.0216,-0.0288,0.00532,
9/29/2015,31.040001,890900,0.128,0.01032,0.00988,0.00532,
9/30/2015,31.299999,2178400,0.128,0.00904,0.01742,0.00522,
10/1/2015,31.379999,858800,0.128,0.00175,-0.0046,0.0052,
10/2/2015,31.82,1125400,0.128,-0.0035,0.00812,0.00513,
10/5/2015,33.310001,1210200,0.128,0.02243,0.04562,0.00504,
10/6/2015,32.799999,1247700,0.128,-0.0073,0.00018,0.00506,
10/7/2015,32.130001,1733800,0.128,0.00308,0.01265,0.00501,
10/8/2015,32.360001,763600,0.128,0.00671,0.00851,0.00497,
10/9/2015,32.389999,339200,0.128,-0.0076,0.00072,0.00497,
10/12/2015,32.34,376000,0.128,0.00077,-0.0039,0.00496,
10/13/2015,31.82,1163500,0.128,-0.0061,-0.0074,0.00499,
10/14/2015,31.530001,1311900,0.128,-0.0069,-0.0093,0.00502,
10/15/2015,31.32,9633600,0.128,0.02311,0.01355,0.00494,
10/16/2015,30.15,11814800,0.128,0.00361,0.00614,0.00492,
10/19/2015,31.34,18520900,0.128,-0.0061,-0.0127,0.00492,
10/20/2015,32.34,11089000,0.128,0.00989,-0.0049,0.00492,
10/21/2015,32.459999,7452600,0.128,0.00075,0.00493,0.00495,
10/22/2015,31.83,6705900,0.128,0.0177,0.01618,0.00487,
10/23/2015,31.690001,7348400,0.128,0.01276,0.02183,0.00482,
10/26/2015,31.4,7209500,0.128,-0.0084,-0.0063,0.00483,
10/27/2015,31.73,7722400,0.128,-0.0031,-0.0093,0.00484,
10/28/2015,31.450001,7079900,0.128,0.02458,0.02206,0.00479,
10/29/2015,30.92,8120700,0.128,-0.0065,-0.0089,0.00479,
10/30/2015,30.76,8618300,0.128,-0.0172,-0.0126,0.00481,
11/2/2015,31.33,5771600,0.128,0.01311,0.00107,0.00475,
11/3/2015,32.439999,16475700,0.128,0.00146,0.00124,0.00474,
11/4/2015,32.080002,12605700,0.128,-0.0064,0.00035,0.00475,
11/5/2015,32.610001,10719300,0.128,0.00513,0.00958,0.00476,
11/6/2015,33.98,15380600,0.128,0.01805,0.0123,0.00476,
11/9/2015,32.52,18958300,0.128,-0.0068,-0.0085,0.00481,
11/10/2015,31.08,38506400,0.128,0.00793,-0.0012,0.00479,
11/11/2015,30.93,42150400,0.128,-0.002,-0.0023,0.00481,
11/12/2015,30.790001,41436500,0.128,-0.0113,-0.016,0.00488,
11/13/2015,30.52,31691300,0.128,-0.0109,-0.0054,0.00494,
11/16/2015,30.290001,25446400,0.128,0.01283,0.01472,0.00486,
11/17/2015,30.58,128981900,0.128,-0.0056,-0.0103,0.00487,
11/18/2015,31.59,28032000,0.128,0.01292,0.0193,0.00479,
11/19/2015,31.65,29435000,0.128,0.00539,0.01087,0.0048,
11/20/2015,31.35,19894000,0.128,-0.0027,-0.0109,0.00478,
11/23/2015,31.549999,26616000,0.128,-0.0039,-0.0019,0.00478,
11/24/2015,31.34,47529200,0.128,-0.0058,-0.0018,0.00478,
11/25/2015,31.530001,15495500,0.128,-0.0011,0.00106,0.00478,
11/27/2015,31.35,8373700,0.128,0.00308,-0.0004,0.00477,
11/30/2015,31.83,20246500,0.128,-0.0052,-0.0016,0.00479,
12/1/2015,32.41,11681600,0.128,0.01107,0.00687,0.00475,
12/2/2015,31.84,8992400,0.128,-0.0113,-0.0199,0.0048,
12/3/2015,31.09,20610900,0.128,-0.016,-0.0125,0.00486,
12/4/2015,32.029999,15782100,0.128,0.02712,0.01971,0.00477,
12/7/2015,31.35,11885500,0.128,-0.0045,-0.0021,0.0048,
12/8/2015,31.360001,15178000,0.128,-0.0184,-0.0229,0.00483,
12/9/2015,30.610001,16063100,0.128,-0.0051,-0.0165,0.00487,
12/10/2015,31.049999,9437100,0.128,0.00407,0.00351,0.00486,
12/11/2015,29.969999,10431600,0.128,-0.019,-0.028,0.00495,
12/14/2015,29.68,15732000,0.128,-0.0021,-0.0038,0.00493,
12/15/2015,30.08,9655600,0.128,0.03214,0.02512,0.00488,
12/16/2015,30.530001,8651500,0.128,0.01712,0.01931,0.00481,
12/17/2015,30.01,8002800,0.128,-0.0068,-0.0188,0.00488,
12/18/2015,29.51,15187400,0.128,-0.0303,-0.0267,0.005,
12/21/2015,29.73,5809900,0.128,0.00428,0.01716,0.00496,
12/22/2015,30.209999,6516100,0.128,0.00592,0.01219,0.00491,
12/23/2015,30.51,4824400,0.128,0.01288,0.015,0.00485,
12/24/2015,30.6,1499000,0.128,-0.004,-0.0005,0.00486,
12/28/2015,30.17,3809000,0.128,-0.0026,-0.0077,0.00487,
12/29/2015,30.690001,3436900,0.128,0.01116,0.00791,0.00482,
12/30/2015,30.43,2640800,0.128,-0.0072,-0.0097,0.00486,
12/31/2015,30.41,3804900,0.128,-0.0097,-0.0116,0.00491,
1/4/2016,29.940001,8771100,0.127,-0.0267,-0.017,0.00497,
1/5/2016,30.110001,7438000,0.127,-0.0004,-0.0023,0.00497,
1/6/2016,29.9,9158200,0.127,-0.0191,-0.0196,0.00503,
1/7/2016,29.120001,11194100,0.127,-0.0285,-0.0186,0.00515,
1/8/2016,28.84,10400000,0.127,-0.0167,-0.0125,0.00521,
1/11/2016,28.700001,11651900,0.127,0.01069,0.01041,0.00521,
1/12/2016,28.9,8363300,0.127,0.02535,0.0101,0.00516,
1/13/2016,27.57,15222300,0.127,-0.0317,-0.0314,0.0053,
1/14/2016,28.18,20004800,0.127,0.0183,0.01538,0.00521,
1/15/2016,27.639999,14396200,0.127,-0.0359,-0.0199,0.00532,
1/19/2016,28.030001,9772000,0.127,-0.0125,-0.0051,0.00532,
1/20/2016,27.620001,9686700,0.127,-0.0071,-0.0033,0.00539,
1/21/2016,27.73,9065900,0.127,0.00292,-0.0068,0.00536,
1/22/2016,29.059999,16868400,0.127,0.02104,0.00351,0.00525,
1/25/2016,28.48,9094400,0.127,-0.0277,-0.0206,0.00533,
1/26/2016,28.66,7500700,0.127,0.01259,0.01681,0.00526,
1/27/2016,28.440001,8640000,0.127,0.00642,0.00682,0.00532,
1/28/2016,27.99,12522100,0.127,0.00721,-0.0798,0.00529,
1/29/2016,28.42,15306500,0.127,0.02678,0.02141,0.00516,
2/1/2016,28.469999,6804500,0.127,-0.0058,0.00568,0.00516,
2/2/2016,27.01,15173400,0.127,-0.0222,-0.0221,0.00526,
2/3/2016,26.34,24158300,0.127,-0.0252,0.00822,0.00523,
2/4/2016,26.309999,16837300,0.127,0.01366,0.02004,0.00522,
2/5/2016,25.23,15336200,0.127,-0.0081,-0.0013,0.00532,
2/8/2016,24.48,16427000,0.127,-0.0284,-0.0246,0.00539,
2/9/2016,25.08,13278100,0.127,-0.0011,0.01685,0.00539,
2/10/2016,25.01,7275500,0.127,-0.006,-0.0022,0.0054,
2/11/2016,24.5,12026000,0.127,-0.0219,-0.0551,0.00547,
2/12/2016,25.370001,6712000,0.127,0.04761,0.02936,0.00536,
2/16/2016,26.139999,9707100,0.127,0.01966,0.02583,0.00527,
2/17/2016,26.27,10161400,0.127,-0.0023,0.01686,0.00518,
2/18/2016,26.620001,8378400,0.127,-0.0083,-0.0011,0.00521,
2/19/2016,26.77,7630600,0.127,0.00754,-0.0052,0.00521,
2/22/2016,27.709999,10824900,0.127,0.02287,0.02579,0.00513,
2/23/2016,27.51,11508900,0.127,-0.0222,-0.0186,0.0052,
2/24/2016,27.73,8471500,0.127,-0.0102,0.00538,0.00518,
2/25/2016,27.780001,6595900,0.127,0.00294,0.00963,0.00511,
2/26/2016,27.93,8585900,0.127,0.0067,-0.0002,0.00513,
2/29/2016,26.950001,10730000,0.127,-0.0239,-0.0155,0.00517,
3/1/2016,27.530001,11207200,0.127,0.03836,0.02477,0.00505,
3/2/2016,28.25,10265600,0.127,0.01745,0.01093,0.00503,
3/3/2016,28.559999,8978800,0.127,0.00403,0.01393,0.00501,
3/4/2016,28.6,6100900,0.127,0.00683,-0.0047,0.00499,
3/7/2016,28.52,6311600,0.127,-0.0008,0.00309,0.00499,
3/8/2016,27.700001,6172900,0.127,-0.0204,-0.009,0.00504,
3/9/2016,27.68,6986500,0.127,-0.0053,-0.005,0.00502,
3/10/2016,27.809999,6059300,0.127,-0.0057,0.00646,0.00501,
3/11/2016,28.82,8137100,0.127,0.03216,0.01801,0.00493,
3/14/2016,28.450001,3516300,0.127,-0.0038,-0.0108,0.00494,
3/15/2016,27.68,7092500,0.127,0.002,0.00123,0.00495,
3/16/2016,27.620001,9234000,0.127,-0.0088,0.00267,0.00492,
3/17/2016,28.1,8940500,0.127,0.00384,0.01392,0.00489,
3/18/2016,28.459999,10736400,0.127,0.01629,0.02161,0.00489,
3/21/2016,28.790001,6588800,0.127,0.00257,-0.0036,0.00489,
3/22/2016,28.610001,5258700,0.127,-0.0059,-0.0048,0.00489,
3/23/2016,28.42,4987700,0.127,-0.0121,-0.0062,0.00492,
3/24/2016,28.450001,4163800,0.127,-0.0173,-0.0036,0.00492,
3/28/2016,28.379999,3162900,0.127,-0.0041,-0.0081,0.00492,
3/29/2016,28.4,5980600,0.127,-0.0133,0.02029,0.00488,
3/30/2016,28.379999,4875900,0.127,0.01249,-0.0004,0.00485,
3/31/2016,28.66,5304900,0.127,-0.006,0.01313,0.00487,
4/1/2016,29.33,8118500,0.127,0.00186,0.00923,0.00483,
4/4/2016,28.969999,3868200,0.127,0.00103,-0.0123,0.00485,
4/5/2016,28.610001,5062000,0.127,-0.0204,0.00906,0.0049,
4/6/2016,28.65,4227800,0.127,0.012,-0.0004,0.00484,
4/7/2016,27.969999,6413400,0.127,-0.0239,-0.0184,0.0049,
4/8/2016,28.02,6296500,0.127,0.00298,0.00577,0.00489,
4/11/2016,27.870001,5655800,0.127,-0.0008,0.0004,0.0049,
4/12/2016,28.16,6137100,0.127,0.01573,0.01819,0.00486,
4/13/2016,28.92,7194700,0.127,0.02638,0.02175,0.00481,
4/14/2016,29.08,4526600,0.127,-0.0049,-0.0055,0.00481,
4/15/2016,28.940001,3216300,0.127,-0.0111,-0.0086,0.00481,
4/18/2016,29.129999,2618500,0.127,0.01223,0.00154,0.00478,
4/19/2016,29.82,7751600,0.127,0.02129,0.01155,0.00476,
4/20/2016,30.67,11727100,0.127,0.01143,0.08164,0.00476,
4/21/2016,30.42,6627600,0.127,-0.0079,-0.0084,0.00479,
4/22/2016,30.5,9138500,0.127,0.01139,0.00266,0.00479,
4/25/2016,30.440001,5870200,0.127,-0.0022,0.00655,0.00479,
4/26/2016,31.16,7473100,0.127,0.00812,0.00334,0.00479,
4/27/2016,30.879999,7985000,0.127,0.0002,0.00175,0.00478,
4/28/2016,30.969999,5919300,0.127,-0.0102,-0.0086,0.00482,
4/29/2016,30.57,4897800,0.127,-0.0085,-0.0072,0.00485,
5/2/2016,31.33,6897400,0.127,0.0122,0.00231,0.00481,
5/3/2016,31.08,5487300,0.127,-0.0117,-0.0151,0.00485,
5/4/2016,30.24,6927400,0.127,-0.0212,-0.0072,0.00488,
5/5/2016,29.83,5835800,0.127,0.00041,-0.0058,0.00488,
5/6/2016,30.08,6064900,0.127,0.00123,0.0073,0.00486,
5/9/2016,29.959999,2890900,0.127,-0.0029,-0.0013,0.00486,
5/10/2016,30.559999,3707600,0.127,0.01064,0.0145,0.0048,
5/11/2016,29.93,7770200,0.127,-0.0065,-0.0105,0.00484,
5/12/2016,29.42,9348800,0.127,0.00244,-0.0013,0.00484,
5/13/2016,29.040001,6895200,0.127,-0.0195,-0.0159,0.00488,
5/16/2016,28.940001,7667200,0.127,0.00062,0.00037,0.00484,
5/17/2016,29.27,6261900,0.127,-0.0135,-0.0129,0.00488,
5/18/2016,30.110001,7386000,0.127,0.02163,0.01544,0.00488,
5/19/2016,29.940001,6118500,0.127,-0.0055,-0.0024,0.0049,
5/20/2016,29.879999,4904800,0.127,0.00765,0.009,0.00487,
5/23/2016,29.83,3354900,0.127,-0.001,-0.0042,0.00487,
5/24/2016,30.299999,4699200,0.127,0.01027,0.01883,0.00481,
5/25/2016,30.66,6028900,0.127,0.02642,0.01525,0.00478,
5/26/2016,30.889999,5610800,0.127,0.00099,-0.0069,0.00478,
5/27/2016,31.16,5267800,0.127,0.00593,0.0105,0.00476,
5/31/2016,31.200001,5877600,0.127,-0.0026,0.00053,0.00477,
6/1/2016,31.290001,3105600,0.127,0.00552,0.00264,0.00476,
6/2/2016,31.280001,6280100,0.127,0.00216,0.00334,0.00474,
6/3/2016,30.719999,5753400,0.127,-0.018,-0.0121,0.00476,
6/6/2016,31.030001,6480600,0.127,0.00598,0.01505,0.00473,
6/7/2016,31.610001,10576600,0.127,-0.0044,0.0007,0.00472,
6/8/2016,31.950001,7481400,0.127,-0.0054,0.0007,0.00471,
